"cluster","gene","avg_log2FC","pct_in","pct_out","p_val","p_val_adj","auc"
"7","CCL4",2.39818654402039,65.3846153846154,7.12669683257919,4.43580213512347e-55,1.70260871953156e-52,0.811923512008354
"7","CCL3",2.2236252980864,55.7692307692308,11.1425339366516,6.13820622844016e-27,8.31546408476334e-25,0.750130525583014
"7","HLA-B",2.08840455890543,100,75.3393665158371,3.28192530260023e-27,5.03884931459221e-25,0.935933693003829
"7","CXCR4",2.00010462635575,73.0769230769231,5.42986425339367,4.17985542556815e-83,3.20873568169448e-80,0.855279759832927
"7","CCL5",1.92955598829082,57.6923076923077,4.0158371040724,1.63781724600949e-67,9.42973279389964e-65,0.779846849982597
"7","CD74",1.78615349695763,76.9230769230769,29.6945701357466,5.23127550825546e-16,1.54456762762978e-14,0.769997607030978
"7","CREM",1.72397625952877,78.8461538461538,26.0746606334842,3.2744421818203e-27,5.03884931459221e-25,0.845707883745214
"7","CCL4L2",1.65502911170899,46.1538461538462,4.07239819004525,5.99120020606025e-44,1.97110486779382e-41,0.718815262791507
"7","RGCC",1.62963190762181,80.7692307692308,27.9977375565611,4.45138551556055e-24,3.79686697864295e-22,0.831442525234946
"8","DES",2.78174857305221,100,50.8762012436405,1.10500959991641e-24,1.01793484344299e-22,0.897100389053304
"8","ACTG2",2.43559085629324,96.078431372549,65.7433578292821,1.7002043833774e-18,5.84413536554949e-17,0.853140690985269
"8","CNN1",1.77760109586555,98.0392156862745,76.5404183154324,4.13679233757664e-18,1.34183559907592e-16,0.853656103481528
"8","MTRNR2L1",1.7393095835932,74.5098039215686,54.72018089316,3.73363641644292e-08,4.19442178881368e-07,0.715364834458374
"8","MTRNR2L12",1.71049898650363,100,85.7546636517807,2.3882966834004e-20,9.64955659977388e-19,0.878595417816646
"8","MYLK",1.65039881868511,94.1176470588235,71.1136235161108,6.67587036483308e-17,1.89809005558155e-15,0.838686972810605
"8","TMEM123",1.44947467060509,92.156862745098,46.2973431317128,4.95749555629453e-21,2.19559851272044e-19,0.857064476440661
"8","MTRNR2L8",1.43377347430431,100,91.1249293386094,1.61496571432828e-12,2.86097387699849e-11,0.789634112548355
"8","RAMP1",1.38565610607071,98.0392156862745,63.7648388920294,4.88749930703701e-15,1.13696069738447e-13,0.813997051618839
