"Gene","distance","Z","FC","p_value","p_adj"
"CRISPLD2",1.93681760400193e-05,1.22847236861605,1.81657601299324,0.177721384436062,0.999999999999909
"CSRP2",1.93212545455539e-05,1.22757929661823,1.8077849720707,0.178774171894794,0.999999999999909
"BTG2",1.90578837436879e-05,1.22253052382163,1.75883651879092,0.184769704080573,0.999999999999909
"ZNF703",1.87509023073899e-05,1.21656713601714,1.70263073935602,0.191944292856085,0.999999999999909
"PGF",1.86718534200109e-05,1.2150175430607,1.68830530978029,0.193824517353222,0.999999999999909
"THBS1",1.82806387043428e-05,1.20726194339707,1.61829934530604,0.203329082731513,0.999999999999909
"GPX3",1.82271263173493e-05,1.20618968452487,1.60883881028119,0.204655106419785,0.999999999999909
"VIM",1.7621520419175e-05,1.1938563863465,1.50370582661756,0.22010203925622,0.999999999999909
"GADD45G",1.7511808378282e-05,1.19158199777255,1.48503989279791,0.222987646115049,0.999999999999909
"CDKN1A",1.74273039568871e-05,1.1898215544706,1.4707421517487,0.225228635380169,0.999999999999909
"PHLDA2",1.72017015230005e-05,1.18508436417013,1.43291009718346,0.231290095659469,0.999999999999909
"S100A10",1.70545874789003e-05,1.18196553429925,1.40850556001421,0.235304637251412,0.999999999999909
"ADAMTS1",1.70514226647946e-05,1.18189817849361,1.40798285670441,0.235391539295002,0.999999999999909
"IFI27",1.62540088927923e-05,1.16456338927638,1.27937280137576,0.258015684830092,0.999999999999909
"MYC",1.59617783439562e-05,1.15802156538668,1.23378270715925,0.266672650914728,0.999999999999909
"FHL5",1.53540965662975e-05,1.14407121370181,1.1416281342445,0.285308557278573,0.999999999999909
"FOS",1.51893323906218e-05,1.14020452954578,1.11725806803887,0.290509629764811,0.999999999999909
"DUSP1",1.45977544118433e-05,1.12600809842707,1.03192523629159,0.309706913620223,0.999999999999909
"HES1",1.44754859793907e-05,1.12301053484097,1.01471115255521,0.313776832074416,0.999999999999909
"INTS6",1.37020650151473e-05,1.10351216252976,0.909176444794623,0.340333026599843,0.999999999999909
"IER5L",1.35521947401316e-05,1.09962145847816,0.889396456846502,0.345640914770945,0.999999999999909
"B2M",1.2606038884715e-05,1.07414014584525,0.769543922114627,0.38035818064966,0.999999999999909
"HLA-C",1.25681391770004e-05,1.07308456935001,0.764923652834426,0.381792056776785,0.999999999999909
"ISYNA1",1.23370799729891e-05,1.0665874647947,0.737056681677215,0.390605362290824,0.999999999999909
"RAMP2",1.23128485645981e-05,1.06589987563016,0.734164201113596,0.391536729932928,0.999999999999909
"KLF2",1.20884599285672e-05,1.05947504784387,0.707649294502925,0.400225295393348,0.999999999999909
"EPAS1",1.20522519327283e-05,1.05842843493014,0.703416465865856,0.401638087970615,0.999999999999909
"MAFB",1.20153949214992e-05,1.05736019711878,0.699120806130835,0.403079273896565,0.999999999999909
"LY6E",1.1793773855405e-05,1.05087499769071,0.673568423570336,0.411810251763073,0.999999999999909
"MTRNR2L8",1.12882967067187e-05,1.03566974075519,0.617067906934301,0.43213896148289,0.999999999999909
"TENT5B",1.12378278419988e-05,1.03411864580433,0.611562541596531,0.434200091500784,0.999999999999909
"DNAJB1",1.11148939047539e-05,1.03031445067916,0.598255597552292,0.439244369701388,0.999999999999909
"MIDN",1.07018499928472e-05,1.01725380722813,0.554617853931596,0.456436956300319,0.999999999999909
"CD55",1.05969253080098e-05,1.0138649748212,0.543795831424206,0.460863854217066,0.999999999999909
"COTL1",1.0463775385934e-05,1.00952147342792,0.530216141283809,0.466516003385298,0.999999999999909
"SDCBP",1.03514409206317e-05,1.00581874729675,0.518892917814762,0.471314314136118,0.999999999999909
"HEXIM1",9.99830101089548e-06,0.993942220292255,0.484092710168479,0.486574312281283,0.999999999999909
"PCAT19",9.97135771842222e-06,0.993020899251275,0.481487172020209,0.487749459954518,0.999999999999909
"HLA-DRB5",9.77787439658327e-06,0.986339220424271,0.462982990640422,0.496233158443217,0.999999999999909
"PMAIP1",9.40929275421188e-06,0.973280000853451,0.428736136232994,0.512609759416157,0.999999999999909
"MT1A",9.16980391260781e-06,0.964549593579626,0.407189176238899,0.523399627206804,0.999999999999909
"TSC22D3",9.09290428381136e-06,0.961703404790847,0.400388289362621,0.526888796205367,0.999999999999909
"TMSB10",8.92231952697636e-06,0.955312862510779,0.385506470631741,0.534670899811061,0.999999999999909
"ICAM1",8.90356006009153e-06,0.954603493301361,0.383887095042295,0.535530235494635,0.999999999999909
"IER3",8.87486235229869e-06,0.953515753890091,0.381416414712951,0.536846168360198,0.999999999999909
"MT2A",8.80048037083557e-06,0.950681854543867,0.375049753882055,0.540264504377504,0.999999999999909
"MYLIP",8.7769975014449e-06,0.949782766884614,0.373050887103044,0.541345951794192,0.999999999999909
"EMP1",8.70487361579715e-06,0.947007976489711,0.366945078901997,0.544674189071964,0.999999999999909
"PLAC9",8.55712790167987e-06,0.941259638921178,0.354594646312715,0.551523665134405,0.999999999999909
"ATP1A1",8.23790088624292e-06,0.928533018266964,0.328631548005536,0.566465995381372,0.999999999999909
"SAT1",7.84389565208219e-06,0.912208516437676,0.297947497980064,0.585172025424558,0.999999999999909
"NPDC1",7.64068441576982e-06,0.903503020102231,0.282709662589464,0.594930683037547,0.999999999999909
"CLEC2B",7.60003474466609e-06,0.901737022298457,0.27970954260344,0.596891655984693,0.999999999999909
"TM4SF1",7.48639114718721e-06,0.896755077472927,0.271407069744178,0.602389456122958,0.999999999999909
"NFIL3",7.31114823834228e-06,0.888939822495348,0.258849485927443,0.610911677280336,0.999999999999909
"LMO4",7.25731864377412e-06,0.886505876415653,0.255051869586367,0.613540151225743,0.999999999999909
"MYL9",7.21454633798641e-06,0.884560464614977,0.252054341281866,0.615632252925444,0.999999999999909
"IRF2BP2",7.21213994798723e-06,0.884450711513713,0.251886225405209,0.615750048639361,0.999999999999909
"CRYAB",7.20989835366805e-06,0.884348445394059,0.251729672983701,0.615859786311222,0.999999999999909
"SOCS3",6.71975862508754e-06,0.861280488295114,0.218667114658765,0.640057392141232,0.999999999999909
"ITM2A",6.5965236558517e-06,0.855246431443279,0.210720300050492,0.646203425135896,0.999999999999909
"IFITM1",6.44917646421591e-06,0.847899253207971,0.201411678337155,0.653583784758318,0.999999999999909
"GNG11",6.26825089089181e-06,0.838671567029417,0.190269365426124,0.662692521541804,0.999999999999909
"ID2",6.12264836754461e-06,0.831072481405945,0.181532656735684,0.670059394762578,0.999999999999909
"MARCKSL1",5.68264753827084e-06,0.807093876559392,0.156378688973218,0.692512693510633,0.999999999999909
"HLA-E",5.41619318405836e-06,0.791760565375434,0.142057582680226,0.706244004752019,0.999999999999909
"ERRFI1",5.22085171696459e-06,0.78008899986678,0.131995414654651,0.716372030339965,0.999999999999909
"UPP1",5.20974783581721e-06,0.779413991380566,0.131434547245659,0.71694926368123,0.999999999999909
"IRS2",4.95841803607275e-06,0.763784099814289,0.119059047801318,0.730057277101147,0.999999999999909
"INSIG1",4.62580793917777e-06,0.741983235374556,0.103621845296211,0.747525822793097,0.999999999999909
"H1FX",4.34367340284814e-06,0.722373446335473,0.0913672292099361,0.762446149650454,0.999999999999909
"THBD",4.13113677702131e-06,0.706841255717732,0.0826447510889569,0.773744812696018,0.999999999999909
"CXCL8",4.05389836127536e-06,0.701020864026083,0.0795832809125095,0.777862931635544,0.999999999999909
"ZC3H12A",3.95498826908926e-06,0.693422198222807,0.0757471900951335,0.783145628878055,0.999999999999909
"ARL4A",3.93366480452702e-06,0.691762012843987,0.0749326044482658,0.784285815985355,0.999999999999909
"SLC2A3",3.86558383671166e-06,0.68640752318644,0.0723612934084565,0.787929262987818,0.999999999999909
"CYR61",3.73921784827508e-06,0.676243623581908,0.0677076380231212,0.794704171417631,0.999999999999909
"TAGLN2",3.73166986901847e-06,0.675626939396591,0.0674345648512631,0.795109340180481,0.999999999999909
"PNP",3.59396419072713e-06,0.664177597753859,0.0625494677935781,0.802510854238984,0.999999999999909
"TPM3",3.50547297799198e-06,0.656613244835616,0.0595071807033274,0.807276563612379,0.999999999999909
"PPP1R10",3.44867084013827e-06,0.651668076555122,0.0575943150149658,0.810339438488421,0.999999999999909
"SBSPON",3.28536933518497e-06,0.637038098760365,0.0522690402857543,0.819160987516205,0.999999999999909
"FAM107B",3.20351174678733e-06,0.629460553860343,0.0496968393697881,0.823591637785608,0.999999999999909
"IFI6",3.18531739079964e-06,0.627753031367503,0.0491339356884058,0.824577200936801,0.999999999999909
"MTRNR2L10",3.14933998217792e-06,0.624350997148986,0.0480302913587812,0.826526860411219,0.999999999999909
"RGS16",3.14575777989168e-06,0.624010381003471,0.0479210898312568,0.826721043071007,0.999999999999909
"CAVIN2",3.134664509343e-06,0.622953385768728,0.0475837057567615,0.827322450032457,0.999999999999909
"FN1",3.07589139655993e-06,0.617297423127543,0.045816100453452,0.830510438065155,0.999999999999909
"MAFF",2.99159708724594e-06,0.609015997328625,0.0433393437629545,0.835087615260371,0.999999999999909
"ACKR1",2.96653941199798e-06,0.606514364243085,0.042616361983156,0.836449331108386,0.999999999999909
"KLF6",2.92633194760313e-06,0.60246085995235,0.041468975381319,0.83863535875978,0.999999999999909
"SLC9A3R2",2.89118945793049e-06,0.598877367862003,0.0404789492826655,0.8405470312441,0.999999999999909
"ETS2",2.86375303961259e-06,0.596052743613627,0.0397143312572392,0.84204016529928,0.999999999999909
"HES4",2.7795929095058e-06,0.587236214092057,0.037414376992236,0.846623817383355,0.999999999999909
"HSPA1B",2.7769009537749e-06,0.586950323743542,0.0373419425900253,0.846770517167889,0.999999999999909
"CXCL2",2.71720591106498e-06,0.580546664010759,0.0357537195300052,0.85002499087942,0.999999999999909
"TXN",2.71690510283764e-06,0.58051408110249,0.0357458037385431,0.850041396961258,0.999999999999909
"HSPB8",2.66508653420885e-06,0.57485293161985,0.0343952727347931,0.852868544972432,0.999999999999909
"PHLDA1",2.60708037656356e-06,0.568398933385774,0.0329143262090226,0.856035521004523,0.999999999999909
"TMEM70",2.57628752150096e-06,0.564920933099574,0.0321413998466157,0.857717671765159,0.999999999999909
"CST3",2.5028503654932e-06,0.556475307344543,0.0303351327102236,0.861731988459607,0.999999999999909
"SNHG7",2.4851014317354e-06,0.55440118469499,0.0299064157704241,0.862702743841262,0.999999999999909
"NFKBIA",2.34755869573538e-06,0.53786768444238,0.0266875709518217,0.870232389391534,0.999999999999909
"TIMP1",2.28757483452726e-06,0.530387029398288,0.025341175004439,0.873519877820954,0.999999999999909
"AQP1",2.25131831916688e-06,0.525780740379496,0.0245442597345573,0.875508023381227,0.999999999999909
"BAG3",2.21579372012874e-06,0.521203251179455,0.0237757804631766,0.877456796373738,0.999999999999909
"ATP1B3",2.16492966986901e-06,0.514534708285646,0.0226967520049049,0.880248336228098,0.999999999999909
"SPTBN1",2.12223495015483e-06,0.50882918290819,0.0218103709717003,0.882592674705497,0.999999999999909
"ZNF331",2.09696250121825e-06,0.505403797289755,0.0212940101235969,0.88398085401623,0.999999999999909
"RGCC",2.09695167958192e-06,0.505402322727284,0.0212937903433776,0.883981448509782,0.999999999999909
"ARID5A",2.04456958840107e-06,0.498184452978612,0.020243235194196,0.886859851638913,0.999999999999909
"PLK3",2.01236947340426e-06,0.493665782300191,0.0196106310470992,0.888629995865597,0.999999999999909
"ECSCR",1.97798076623281e-06,0.488768696003451,0.0189461187950364,0.890521067313928,0.999999999999909
"DDIT4",1.97693278494442e-06,0.48861827849025,0.0189260479041049,0.890578706751661,0.999999999999909
"KLHL21",1.90177733708606e-06,0.477642478405572,0.0175144080265564,0.894713779163343,0.999999999999909
"RND1",1.8602840467839e-06,0.471417024443453,0.0167584809883049,0.896997984661231,0.999999999999909
"ESAM",1.85971243691571e-06,0.471330407221681,0.0167481838066389,0.897029457788884,0.999999999999909
"FXYD6",1.8533529256446e-06,0.470365143164055,0.0166338347823236,0.897379626604453,0.999999999999909
"JAM2",1.78870594536698e-06,0.460382694128847,0.0154936602593391,0.90094035549706,0.999999999999909
"EGFL7",1.7796209855497e-06,0.458954315733262,0.0153366732283118,0.901440912785893,0.999999999999909
"ZC3HAV1",1.76614095889907e-06,0.456822976161837,0.0151052129595925,0.902183698807825,0.999999999999909
"NAMPT",1.75412889002444e-06,0.454911559356922,0.0149004412777746,0.902845668554747,0.999999999999909
"ING1",1.72691036920566e-06,0.450537146907119,0.0144416136412579,0.904345895643035,0.999999999999909
"NDUFA4L2",1.70995416400426e-06,0.447781059448521,0.0141594070157339,0.905280658663814,0.999999999999909
"SOX17",1.70324788570829e-06,0.446684325080538,0.0140485610996073,0.9056503991975,0.999999999999909
"SYNPO2",1.68329937727356e-06,0.443399211771511,0.0137214135306742,0.906750350700642,0.999999999999909
"NFKBIZ",1.67252088126381e-06,0.441609834666179,0.0135462543180111,0.907344746541173,0.999999999999909
"LDB2",1.66271187659017e-06,0.439972505418061,0.0133878280409042,0.907885723481026,0.999999999999909
"DEPP1",1.62126865125858e-06,0.432958906425803,0.0127287600068702,0.910171829688543,0.999999999999909
"BAZ1A",1.5705155233409e-06,0.424150094919958,0.0119442970190734,0.912972503622398,0.999999999999909
"KLF9",1.56712782992312e-06,0.423553183009559,0.0118928235065831,0.913159483187425,0.999999999999909
"FSCN1",1.5052934625356e-06,0.412452065911828,0.0109728256494359,0.916573189182898,0.999999999999909
"NEDD9",1.48091323607214e-06,0.407963744841413,0.0106202650886234,0.917919581191857,0.999999999999909
"MANF",1.45088615561042e-06,0.402345013627799,0.0101939570855459,0.919578142449204,0.999999999999909
"SGK1",1.42130796920032e-06,0.396708645621087,0.00978255976500823,0.921212250984037,0.999999999999909
"NDRG1",1.40972712805316e-06,0.394473476906915,0.00962379230913738,0.921852149695282,0.999999999999909
"HSPA1A",1.38966823702479e-06,0.390563219642071,0.00935186846831821,0.922960622031362,0.999999999999909
"JUND",1.38781285154641e-06,0.39019901116229,0.00932691324897959,0.923063159892963,0.999999999999909
"BAIAP2",1.34334491494704e-06,0.381338359145675,0.00873878790676789,0.925521058665084,0.999999999999909
"ID3",1.34152627006879e-06,0.380970475206138,0.00871514246211237,0.925621596839113,0.999999999999909
"CBR3",1.33867356599666e-06,0.380392525956887,0.00867811703935874,0.92577930217932,0.999999999999909
"SH3BGRL3",1.2708110924263e-06,0.366311586681347,0.00782056484800397,0.929531772790868,0.999999999999909
"FAM43A",1.24804233070291e-06,0.361437767488226,0.00754283763525788,0.930791131843841,0.999999999999909
"CD320",1.23669910943829e-06,0.358980202630109,0.00740634986642243,0.931418599673171,0.999999999999909
"CD83",1.18644077592484e-06,0.3478453431015,0.00681660699796478,0.934199224625266,0.999999999999909
"HBEGF",1.09944445989143e-06,0.32754352273197,0.00585359563297273,0.93901431750092,0.999999999999909
"NANS",1.06039430918241e-06,0.317964014505215,0.00544516324420183,0.941176410449914,0.999999999999909
"PFKFB3",1.05723847224703e-06,0.317176264465798,0.00541280079857971,0.941351159085432,0.999999999999909
"SLC25A25",1.02872352929318e-06,0.309962429830591,0.00512475932261924,0.942930248325289,0.999999999999909
"DUSP5",1.00855896919605e-06,0.304753403433736,0.00492582206171945,0.944047049136549,0.999999999999909
"RBP1",9.96349999917999e-07,0.301554492162995,0.0048072861929102,0.944723288416566,0.999999999999909
"DNAJB9",9.95950374122491e-07,0.301449199183539,0.004803430659615,0.944745423857058,0.999999999999909
"SLC25A33",9.90376397354553e-07,0.299976658491755,0.00474981495993231,0.945054173208897,0.999999999999909
"ASPN",9.78978992901163e-07,0.296942679627218,0.00464112080664274,0.945685514945223,0.999999999999909
"EMCN",9.77052994533863e-07,0.296426892746922,0.00462287731362197,0.94579220605062,0.999999999999909
