"Gene","distance","Z","FC","p_value","p_adj"
"KLRC1",8.35922616460876e-17,-1.62532516148814,1.42419690461388e-17,0.999999996988901,0.999999999882318
"SULT1C4",8.34987289263229e-17,-1.62536020220907,1.42101157423759e-17,0.99999999699227,0.999999999882318
"FMO3",8.33322710749212e-17,-1.62542264823703,1.41535154174898e-17,0.999999996998266,0.999999999882318
"ENPP3",8.32749402232795e-17,-1.62544418092541,1.41340474740943e-17,0.999999997000331,0.999999999882318
"CLEC2D",8.28431755896956e-17,-1.62560676330502,1.39878627646788e-17,0.999999997015884,0.999999999882318
"PLD5",8.27496924730213e-17,-1.62564206216898,1.39563117959827e-17,0.999999997019251,0.999999999882318
"AC023034.1",8.26236827085981e-17,-1.62568969815517,1.39138393105237e-17,0.99999999702379,0.999999999882318
"AC010547.1",8.25155440208711e-17,-1.62573062891159,1.38774420055031e-17,0.999999997027685,0.999999999882318
"PCDHB11",8.24959603583463e-17,-1.62573804638819,1.38708556369822e-17,0.999999997028391,0.999999999882318
"MIAT",8.23152240674276e-17,-1.62580657450238,1.38101442810746e-17,0.999999997034901,0.999999999882318
"ZNF799",8.2170848233981e-17,-1.62586141069067,1.37617424801403e-17,0.999999997040102,0.999999999882318
"PLCG2",8.1864211707359e-17,-1.62597815588549,1.36592248743635e-17,0.999999997051147,0.999999999882318
"PNMA3",8.16654997872663e-17,-1.62605401535629,1.35929943067846e-17,0.999999997058305,0.999999999882318
"IL1RN",8.12828000021917e-17,-1.62620056890078,1.3465894193344e-17,0.99999999707209,0.999999999882318
"LINC01198",8.1119878067015e-17,-1.62626314234483,1.34119666504351e-17,0.999999997077959,0.999999999882318
"OVOL1-AS1",8.0739583824799e-17,-1.62640963044729,1.32865094105019e-17,0.999999997091658,0.999999999882318
"ITK",7.98111464833728e-17,-1.62676981047115,1.29826989162723e-17,0.999999997125101,0.999999999882318
"KCNJ15",7.95883355708697e-17,-1.6268567927809,1.29103118043527e-17,0.999999997133127,0.999999999882318
"RHEX",7.94534074268018e-17,-1.62690957037477,1.28665745456157e-17,0.999999997137987,0.999999999882318
"CFAP46",7.91875312269475e-17,-1.62701379837144,1.27806073776051e-17,0.999999997147565,0.999999999882318
"AC009779.3",7.85001251575407e-17,-1.62728469751846,1.25596803001866e-17,0.999999997172326,0.999999999882318
"EFNA1",7.81747394993566e-17,-1.6274136519774,1.24557754975931e-17,0.999999997184047,0.999999999882318
"XIRP1",7.79331691846597e-17,-1.62750969308082,1.23789144397766e-17,0.999999997192748,0.999999999882318
"IL7R",7.70579695692249e-17,-1.62785983891235,1.21024419817129e-17,0.999999997224274,0.999999999882318
"TSPAN33",7.59709642216429e-17,-1.62829959427587,1.17634080864009e-17,0.999999997263429,0.999999999882318
"PTPN6",7.53234626345838e-17,-1.62856416556362,1.15637432189526e-17,0.999999997286753,0.999999999882318
"SMIM36",7.4602932067315e-17,-1.62886092335946,1.13435680218497e-17,0.999999997312708,0.999999999882318
"LY6H",7.44204456967943e-17,-1.62893647960667,1.12881408495548e-17,0.999999997319281,0.999999999882318
"C5orf58",7.44165045371518e-17,-1.62893811318088,1.12869452859774e-17,0.999999997319423,0.999999999882318
"AL121944.1",7.39516838821208e-17,-1.62913130939074,1.11463845252903e-17,0.999999997336167,0.999999999882318
"TRDC",7.38327406340495e-17,-1.62918091697471,1.11105578633987e-17,0.999999997340451,0.999999999882318
"AC009283.1",7.32961317504326e-17,-1.62940559204151,1.09496439299096e-17,0.99999999735978,0.999999999882318
"NCBP2-AS1",7.30988834120779e-17,-1.62948854019697,1.08907897206867e-17,0.999999997366885,0.999999999882318
"UCN",7.28605756345281e-17,-1.62958901624109,1.08198959056146e-17,0.99999999737547,0.999999999882318
"OXT",7.23945058897783e-17,-1.62978635484804,1.06819146374265e-17,0.999999997392258,0.999999999882318
"PROK2",7.23116902104791e-17,-1.62982153594392,1.06574894681435e-17,0.999999997395241,0.999999999882318
"AC005224.3",7.21647220010503e-17,-1.62988405658337,1.06142123594968e-17,0.999999997400535,0.999999999882318
"EOMES",7.18565256647278e-17,-1.63001552621281,1.0523744997385e-17,0.999999997411637,0.999999999882318
"ERICH2",7.18548045309004e-17,-1.63001626179232,1.05232408662315e-17,0.999999997411699,0.999999999882318
"AL132780.1",7.17404225253665e-17,-1.63006518100981,1.04897647090607e-17,0.999999997415819,0.999999999882318
"SH2D1A",7.1366468956234e-17,-1.63022559161211,1.03806919956299e-17,0.999999997429289,0.999999999882318
"XCL2",7.07588877471255e-17,-1.63048779184283,1.02046915416814e-17,0.999999997451175,0.999999999882318
"C16orf54",7.01042729982913e-17,-1.63077250033665,1.00167507285555e-17,0.999999997474755,0.999999999882318
"SLC38A4",6.99318197133563e-17,-1.63084789118201,9.96752985213957e-18,0.999999997480967,0.999999999882318
"TRAPPC3L",6.99080781589007e-17,-1.63085828292042,9.9607631332463e-18,0.999999997481822,0.999999999882318
"AP000759.1",6.98003123084811e-17,-1.63090549111106,9.93007704453347e-18,0.999999997485704,0.999999999882318
"AC083862.2",6.92907389218361e-17,-1.6311295825034,9.78561830734305e-18,0.99999999750406,0.999999999882318
"LAX1",6.92231363071546e-17,-1.63115941973361,9.76653319767649e-18,0.999999997506495,0.999999999882318
"PCK1",6.88647235638529e-17,-1.63131803620203,9.66565975851565e-18,0.999999997519405,0.999999999882318
"SCIN",6.88633710629542e-17,-1.63131863611971,9.66528009576647e-18,0.999999997519454,0.999999999882318
"OVOL1",6.85572313203157e-17,-1.63145469367452,9.57953496891437e-18,0.999999997530482,0.999999999882318
