"cluster","gene","avg_log2FC","pct_in","pct_out","p_val","p_val_adj","auc"
"0","Mpz",3.74469321455381,99.6904264375822,48.624107301826,0,0,0.968198281238995
"0","Ctnna3",3.6656292701908,97.4460181100534,15.4384854299788,0,0,0.975105369205094
"0","Malat1",3.34498898873818,99.7523411500658,53.0989732734574,0,0,0.76867661063873
"0","Nkain2",3.20447407314681,97.2138379382401,26.3467130902688,0,0,0.930018401052183
"0","Mbp",2.58944449945144,93.4989551892268,28.4397317454351,0,0,0.917068199711399
"0","Qk",2.40492735349351,97.2447952944819,47.5400106827039,0,0,0.923120039344363
"0","Fut8",2.34398139794338,84.6141939478369,17.4464381095571,0,0,0.894362472607078
"0","Sdk1",2.24867650208245,83.6699945824627,20.5305742942491,0,0,0.867636445245032
"0","Sorcs1",2.23821408924461,87.9653277610092,23.3852301727037,0,0,0.859564968672457
"0","Plcb1",2.23821095937277,81.8202925470165,15.9370116124948,0,0,0.866817671278242
"1","Csmd1",4.2787130836848,99.9753967277648,25.9662817802353,0,0,0.977302892300017
"1","Adgrb3",3.65777015918279,99.0527740189445,11.2900019876764,0,0,0.986839473344865
"1","Malat1",3.35686040618983,100,57.1023291953525,0,0,0.842982250915948
"1","Ncam2",3.15669481191456,97.2567351457744,9.31858838835583,0,0,0.973201628937481
"1","Grid2",3.01127864719948,95.780538811662,6.66052293959271,0,0,0.966381780904578
"1","Ctnnd2",3.00362748848487,94.722598105548,17.6668292947363,0,0,0.957078644416828
"1","Lsamp",2.88026662929353,98.3761840324763,29.6489040675087,0,0,0.934166968850431
"1","Slc35f1",2.84197424121199,96.8384795177759,16.1092137836324,0,0,0.936305945533603
"1","Adgrl3",2.67387104738339,97.8718169516546,25.5398348421604,0,0,0.953079952483466
"1","Mir99ahg",2.6133447764361,98.8313445688276,40.8286803635641,0,0,0.944879187390209
"10","Calca",3.68153442537032,99.0867579908676,22.7320769443406,0,0,0.982874561183998
"10","Tac1",2.96068330539398,96.0426179604262,14.9026813444121,0,0,0.960301970071591
"10","Fstl1",2.7052628304686,99.5433789954338,46.3308346477179,0,0,0.939797480877891
"10","Celf4",2.30703811637481,93.455098934551,13.0636270508464,0,0,0.945627112076639
"10","Ywhab",2.29722623282056,97.9705733130391,35.6087090847006,0,0,0.921888753121336
"10","Uchl1",2.28060538708893,99.2897006595637,48.9650238215256,0,0,0.876798650927398
"10","Tubb5",2.27360450532131,98.0720446473871,38.4607879802924,0,0,0.905563102918133
"10","Meg3",2.14345093153049,93.8609842719432,33.2314346574741,0,0,0.859851470445428
"10","Tuba1a",2.13802830305384,98.9852866565195,54.0561635148539,0,0,0.88929558931009
"10","Pirt",2.11840534538174,94.2161339421613,19.0490902291094,0,0,0.912800119035236
"11","Bnc2",2.71180039208022,86.9195922989807,9.21496175288474,0,0,0.905116983262363
"11","Foxp1",2.67459953536448,94.563986409966,39.2308440295605,0,0,0.930737281110754
"11","Malat1",2.52959038986464,100,61.525995073253,6.75915101487602e-99,2.97210105120388e-97,0.643157725650051
"11","Foxp2",2.41682219181554,88.3918459796149,16.8497990405808,0,0,0.906619962120695
"11","Gpc6",2.35196925111955,90.7701019252548,27.0938674964346,0,0,0.873265400783105
"11","Slc4a10",2.2282044920055,70.158550396376,3.20562686373655,0,0,0.84258380877015
"11","Fbxl7",2.14555731861389,81.766704416761,21.732788798133,0,0,0.846753970917891
"11","Eya2",2.14178393794891,80.634201585504,9.08855179566965,0,0,0.877179100704947
"11","Msi2",2.06218476115809,85.2208380520951,34.5050563982886,0,0,0.849329596279553
"11","Stk39",1.84621082366478,80.8040770101925,35.3283417606638,0,0,0.829124421726846
"12","Flt1",3.10302884521135,89.6209912536443,2.21034734029633,0,0,0.942677626934045
"12","Ptprg",2.59261928840904,87.8134110787172,25.9784632823253,0,0,0.906097474903768
"12","Mecom",2.48651005219097,79.3002915451895,4.47413164925917,0,0,0.885521621813651
"12","Malat1",2.40839341303535,100,61.5577686017327,2.50759228585673e-58,5.71446574606776e-57,0.610767523220815
"12","Adgrl4",2.35556688882145,77.667638483965,0.832321269532831,0,0,0.885633721895018
"12","Arl15",2.24738905470023,79.8250728862974,21.9399238928022,0,0,0.855460085974082
"12","Sgms1",2.19683262552398,80,19.2421666261841,0,0,0.864944664010161
"12","Ptprm",2.07302919523767,79.8250728862974,18.2171484090357,0,0,0.863258243510458
"12","Ptprb",1.98286147777834,69.2711370262391,1.36021374787467,0,0,0.841529249056922
"12","Slco1a4",1.97620965490198,60.8746355685131,1.78932879928751,0,0,0.798232274484449
"13","Cd24a",3.00511212216673,100,12.5370043839073,0,0,0.990136768752912
"13","Rgs4",2.97787868246841,99.9395039322444,19.4202242101687,0,0,0.963230424058381
"13","Phf24",2.88645426215763,99.8790078644888,19.8181729944837,0,0,0.981314326859871
"13","Gnao1",2.84222365101609,100,29.5889480240063,0,0,0.978493661124412
"13","Tmem233",2.82484825534172,99.697519661222,9.53135868773962,0,0,0.981267514018726
"13","Scg3",2.65275515391504,99.5160314579552,24.3072294029151,0,0,0.975828891398035
"13","Cd44",2.60472448007072,99.4555353901996,11.7718426969927,0,0,0.980926906193985
"13","Grik1",2.56611149917089,98.3666061705989,5.13289224646942,0,0,0.982036385697922
"13","Sncg",2.546959483724,99.8790078644888,46.1264700648689,0,0,0.958283930788396
"13","Fxyd2",2.53122150879403,99.7580157289776,15.8289790834237,0,0,0.959556518816086
"14","Mgp",2.33759962210262,63.058527375708,17.6613176904058,0,0,0.776814848011789
"14","Col1a2",2.05650705753688,74.1346758967904,25.3728931335951,0,0,0.813940450615597
"14","Slc38a2",1.87447519998906,71.0509754562618,39.1638790581923,0,0,0.780459020449418
"14","Fn1",1.83959018459333,56.3876651982379,7.28818215607375,0,0,0.762230449439849
"14","Nov",1.45648635880122,41.3467589679043,1.05363520305102,0,0,0.703368543426023
"14","Eef1a1",1.39126201761923,78.4770295783512,47.2843037442834,4.31823776799307e-294,2.01031103964236e-291,0.749274752962021
"14","Gsn",1.38167985713638,58.275645059786,28.6873192094504,4.01527502530754e-275,1.70672465532239e-272,0.709326084356331
"14","Islr",1.35885821962867,48.2693517935809,4.84316672322684,0,0,0.725953976566546
"14","Itm2c",1.3484886000949,62.8067967275016,30.6200610849857,0,0,0.732460745598225
"14","Sparc",1.32024621333873,73.6941472624292,47.7303211001761,5.3495727016176e-231,1.8427888055069e-228,0.721026549781001
"15","Gnao1",2.49417776086114,96.1128048780488,30.057273400045,0,0,0.925238128649727
"15","Tmem233",2.43208535463333,89.405487804878,10.2432510698542,0,0,0.917831673698969
"15","Uchl1",2.2240721562611,98.5518292682927,49.5141413816403,0,0,0.866078087833209
"15","Rgs4",2.1772465818219,87.5762195121951,20.1229125776248,0,0,0.862233550525058
"15","Actg1",2.16014782356424,98.6280487804878,52.3504617265678,0,0,0.857671740740944
"15","Cd24a",2.11552705863408,89.405487804878,13.2404517519869,0,0,0.902370129102547
"15","Fstl1",2.11001019695678,96.7225609756098,46.9545352167058,0,0,0.848833653115703
"15","Fxyd2",2.09971884010988,88.0335365853659,16.5368898613211,0,0,0.886129675977191
"15","Tubb5",2.08096989797916,95.5030487804878,39.1470124521381,0,0,0.867968848710878
"15","Sncg",2.06972923678673,96.6463414634146,46.4895910421828,0,0,0.877484847083239
"16","Trpm3",5.1578181871427,97.5609756097561,27.35401576822,0,0,0.981478319930182
"16","Ptgds",3.17585423796737,98.874296435272,48.7324530478815,0,0,0.953050707650554
"16","Slc6a20a",2.8358791699303,90.5253283302064,2.26748285366323,0,0,0.948676897545775
"16","Rora",2.74868591430145,97.9362101313321,43.3642074226011,0,0,0.935868052427967
"16","Ranbp3l",2.62557897439035,83.9587242026266,1.06884174091404,0,0,0.91753784093794
"16","Bmp6",2.51007462385472,82.7392120075047,5.2961348631498,0,0,0.900701481227511
"16","Atp1a2",2.29051797256873,93.7148217636022,38.7699506441895,0,0,0.877319570364771
"16","Robo1",2.16664040927864,81.3320825515947,8.80392282545991,0,0,0.884414588387501
"16","Alcam",2.10033824458302,83.8649155722326,25.6970707005961,0,0,0.870740060861062
"16","Prkag2",2.02776166435286,77.2983114446529,16.0903147234152,0,0,0.857622832122297
"17","Phf24",2.91004628118804,99.5283018867924,20.5848421727287,0,0,0.977625660195965
"17","Fxyd2",2.78046907447257,99.5283018867924,16.630347700689,0,0,0.973156001245567
"17","Rgs4",2.72204420490008,99.622641509434,20.1906745713828,0,0,0.938938516747135
"17","Sdcbp",2.48749988638775,98.9622641509434,29.3110078513059,0,0,0.968400156602867
"17","Cpne3",2.45082748837746,98.4905660377358,22.4707578913636,0,0,0.954282536664117
"17","Kif5c",2.43355254173238,99.0566037735849,27.4459221278641,0,0,0.945823684218482
"17","Tppp3",2.40314620260986,99.622641509434,37.6974843775036,0,0,0.922867608601669
"17","P2ry1",2.38547288321961,96.7924528301887,6.82102227207178,0,0,0.970879591139543
"17","Actg1",2.29033266284123,99.811320754717,52.5172248037174,0,0,0.888198235648012
"17","Rgs5",2.26638406337992,93.0188679245283,4.98317577311328,0,0,0.941514966457359
"18","Prkg1",3.26719558757123,99.4292237442922,33.9185864459852,0,0,0.971557280133784
"18","Dlc1",3.13297177294433,99.0867579908676,39.2050356264179,0,0,0.959983819039361
"18","Plcl1",3.02208856255489,92.6940639269406,12.458063073138,0,0,0.943222288655032
"18","Malat1",2.89020035673869,100,62.0730421446145,3.70978177661231e-186,4.83574176561166e-184,0.778217068378474
"18","Ebf1",2.82429740504858,99.0867579908676,37.3550180528485,0,0,0.954571748747418
"18","Gpc6",2.56774663130407,94.0639269406393,27.9531584496917,0,0,0.897738039431617
"18","Lin7a",2.5344324091755,81.3926940639269,5.45579448509442,0,0,0.899668150243586
"18","Cacna1c",2.47874611545421,91.324200913242,18.6727162347829,0,0,0.933567421447458
"18","Mast4",2.43180550810676,88.8127853881279,15.332140460747,0,0,0.914158119886321
"18","Myo1b",2.38303105524985,86.4155251141553,10.3795890979966,0,0,0.915114836236073
"19","Rgs5",2.43717111830236,70.7286432160804,5.63710629607174,0,0,0.840566746599577
"19","Igfbp7",2.28630006667275,74.4974874371859,10.8801097743881,0,0,0.842780262563095
"19","Sparc",2.18117635764391,91.8341708542714,47.8284456074289,3.08751503399112e-318,1.41490200489609e-315,0.864682552918404
"19","Flt1",2.17777124420788,68.21608040201,3.76392124325877,0,0,0.824657660610549
"19","Serinc3",2.10591852624198,81.6582914572864,35.4309602067843,0,0,0.853312438472799
"19","Epas1",1.9110118920654,69.8492462311558,13.1840954781887,0,0,0.815538545713858
"19","Ly6a",1.84726881561861,58.5427135678392,1.64821137951942,0,0,0.788130127133097
"19","Tmsb4x",1.73477219451811,92.964824120603,61.5103551712034,1.22780619779329e-257,4.73820104935255e-255,0.843143763140302
"19","Slco1a4",1.67125018316758,55.5276381909548,2.72361744902192,0,0,0.765543160003355
"19","Cxcl12",1.62363506133102,54.1457286432161,3.23898267224048,0,0,0.760452408033723
"2","Sparc",2.58143771587033,91.2130637636081,44.6027500600075,0,0,0.907532962886407
"2","Scd2",2.14060356409087,94.4595645412131,70.4900044577033,0,0,0.912078027711886
"2","Gpm6b",1.77108136844642,80.6376360808709,42.9636868634914,0,0,0.807376660966417
"2","Sfrp5",1.76450570574622,60.5754276827372,14.4858210746494,0,0,0.767921499267084
"2","Vim",1.70083432475345,69.7122861586314,31.3067928539588,0,0,0.784534249802246
"2","Atp1a2",1.62466495699383,69.653965785381,37.0503720467716,0,0,0.755740821125578
"2","Plp1",1.60989262070144,75.9914463452566,40.0113157082605,0,0,0.772059095071841
"2","Itm2b",1.59765920996355,88.8024883359253,68.4943250008572,0,0,0.843811010780347
"2","Timp3",1.5519179491836,79.0629860031104,47.4796831601687,0,0,0.777271597169638
"2","Ndrg1",1.43991671715552,68.2542768273717,35.1695641737819,0,0,0.750978525591851
"20","Plp1",3.83175044518502,99.2469879518072,42.331942808012,0,0,0.983077778905323
"20","Trf",2.9529507169827,87.1987951807229,8.05177849250072,0,0,0.927284928651971
"20","Cldn11",2.75030596723762,79.5180722891566,4.47727924083686,0,0,0.889346542460643
"20","Enpp2",2.28583938889483,75.6024096385542,8.6886603190778,0,0,0.861914895994512
"20","Scd2",2.18707556754584,97.5903614457831,72.1666719740152,9.63919039922578e-307,9.42359384062976e-304,0.917176935458933
"20","Mog",2.13240694411991,69.2771084337349,1.34541285864408,0,0,0.842948478466297
"20","Gpm6b",2.05113765831022,88.4036144578313,45.56889469159,8.17290792158426e-255,7.26373383127712e-252,0.852501633927999
"20","Mag",2.05097207658732,69.2771084337349,7.70627010158265,0,0,0.828960505749393
"20","Aplp1",1.91408065379267,67.0180722891566,14.3967136897749,0,0,0.807924821759413
"20","Cnp",1.84376187024266,71.5361445783133,26.2665987326052,5.09652689557983e-246,4.39635403883709e-243,0.793875714621694
"21","Cntnap2",2.74489685780699,86.9932432432432,24.1642545882503,0,0,0.906070155268504
"21","Meg3",2.7314817781403,93.2432432432432,34.5669391520087,0,0,0.906466179035679
"21","Nrg3",2.49002156736786,77.7027027027027,7.74674767009129,0,0,0.875495543493492
"21","Sgcz",2.42073166781837,72.1283783783784,5.88441108177741,0,0,0.848290095556131
"21","Malat1",2.23844329866194,100,62.2443461942174,7.0977769756885e-10,6.13891775051513e-09,0.571527160490113
"21","Ctnna2",2.23554552662083,83.277027027027,24.668405483635,0,0,0.875982033633557
"21","Snhg11",2.14308184068902,85.8108108108108,32.8334234549445,3.53114396949693e-284,1.13807606023489e-281,0.860204469852817
"21","Nrxn1",2.11354769466464,78.7162162162162,26.6516110563313,3.06227823575221e-299,1.0692090282902e-296,0.84511827870445
"21","Dlg2",2.02887554203819,70.777027027027,14.7953179172366,0,0,0.819693144510648
"21","Frmpd4",1.97086404990869,67.0608108108108,7.40958681891918,0,0,0.81451727250884
"22","Meg3",4.23153474877943,99.0706319702602,34.5674696497807,0,0,0.988951489977853
"22","Snhg11",3.47148277193643,99.0706319702602,32.7655246933198,0,0,0.983485523526072
"22","H2-Q4",3.41355719784794,98.6988847583643,22.58787262442,0,0,0.975722039744557
"22","Phkg1",3.34699296955209,99.4423791821561,18.5390580308905,0,0,0.985378358466576
"22","Als2",2.99221481761157,98.1412639405204,23.2790948960783,0,0,0.968457545608324
"22","Nkain3",2.97497981336885,96.6542750929368,16.7720714421916,0,0,0.965916580875516
"22","Unc13d",2.87338090442679,96.4684014869889,15.1512743914066,0,0,0.965206470570583
"22","Ttf1",2.70370486848573,94.6096654275093,15.9203584821712,0,0,0.955932948338408
"22","Rian",2.63466948961516,93.6802973977695,24.8252081611899,0,0,0.935686379610305
"22","Ccdc62",2.48718291676667,90.3345724907063,16.5670882857688,0,0,0.92712414910813
"23","Pde4b",3.89799206090894,98.4674329501916,9.51896803711,0,0,0.990679072941553
"23","Lrp1b",3.85886780933437,97.8927203065134,7.21071360488022,0,0,0.98647528994923
"23","Slc24a2",3.73697431812201,99.6168582375479,22.7362267268221,0,0,0.994498712919281
"23","Pcdh9",3.62844105820156,100,53.7808985194128,0,0,0.986756112263921
"23","Nkain2",3.62332259652586,100,40.2824553599797,0,0,0.976014213641522
"23","Prr5l",3.51218995779107,97.1264367816092,1.22482048675097,0,0,0.985035419370656
"23","Plcl1",3.50112784047539,97.8927203065134,12.8661752557667,0,0,0.978656910636207
"23","St6galnac3",3.3912476053643,96.360153256705,5.63639829700705,0,0,0.976948619270251
"23","Tmeff2",3.31084024470269,96.1685823754789,14.8265234796975,0,0,0.971679735289628
"23","Ptprd",3.2830249195719,97.3180076628352,16.4183135286268,0,0,0.974952262488992
"24","Ndrg4",2.83093981745325,99.5771670190275,40.063812562503,2.97975364132079e-272,1.82069155304786e-269,0.917323204860153
"24","Prkar1a",2.68061107307808,97.4630021141649,36.4445925996476,0,0,0.959913155366538
"24","Atp1b1",2.39262513849674,98.0972515856237,39.5749003920822,1.07535080094397e-232,4.32040597820351e-230,0.884256544180549
"24","Actg1",2.31956568029842,99.7885835095137,52.9580773687636,6.38176452474483e-213,2.01258894350797e-210,0.893231316327322
"24","Atp1a1",2.23426904238249,99.154334038055,44.4529104560535,4.53139002613088e-203,1.31585285224151e-200,0.86959417947383
"24","Uchl1",2.21618105767018,99.3657505285412,50.1611187834341,5.53011815802557e-186,1.37451555471807e-183,0.863288801866165
"24","Rgs4",2.18730852226798,93.2346723044397,20.9787767671476,0,0,0.874861805057263
"24","Sdcbp",2.10734909999867,94.0803382663848,29.9966665079289,2.38578889383619e-311,1.89115682344112e-308,0.909478356649152
"24","Tppp3",2.10388536075706,97.8858350951374,38.2875375017858,1.35927517322795e-219,4.80315440428945e-217,0.86980750215932
"24","Tmsb4x",2.09512296519141,98.7315010570825,61.6283315078496,5.05064178307965e-218,1.70264681443613e-215,0.908135546304916
"25","Aqp4",4.07646538789363,97.6190476190476,3.05154639175258,0,0,0.987069785884219
"25","Sparcl1",3.7779989961898,98.0952380952381,31.4226804123711,0,0,0.980863902420604
"25","Atp1a2",3.18250902795561,96.9047619047619,39.3116574147502,1.6926987944712e-283,1.15453867309409e-280,0.949291869642385
"25","Atp1b2",3.04334457177444,90.4761904761905,9.25931800158604,0,0,0.940711906650051
"25","Slc1a2",3.03501646727689,86.1904761904762,1.85408406026963,0,0,0.928561893433027
"25","Gpr37l1",2.71523294286352,87.3809523809524,10.9468675654243,0,0,0.917599750764699
"25","Gja1",2.65026360261989,81.9047619047619,6.87866772402855,0,0,0.897896284128243
"25","Clu",2.62248476822704,87.3809523809524,15.2577319587629,0,0,0.919361542237831
"25","Gfap",2.53029966430207,76.1904761904762,0.854877081681205,0,0,0.879353272157396
