"gene","Subject 1 - CSU v3","Subject 1 - CSU v6","Subject 2 - CSU v3","Subject 2 - CSU v6","Subject 3 - CSU v3","Subject 3 - CSU v6","Subject 4 - CSU v3","Subject 4 - CSU v6","Subject 1 - non-CSU","Subject 2 - non-CSU","Subject 3 - non-CSU","Subject 4 - non-CSU","Subject 5 - non CSU","Subject 6 - non CSU","Subject 5 - CSU v3","Subject 5 - CSU v6","Subject 6 - CSU v3","Subject 6 - CSU v6","Subject 7 - CSU v3","Subject 7 - CSU v6","Subject 8 - CSU v3"
"ENSG00000000003",4.463851,4.333867,4.648463,4.466406,4.612463,4.980025,4.830218,5.447259,4.832269,5.346705,4.43046,4.662356,5.866567,6.379434,6.358606,6.57184,6.193465,6.462777,6.379502,6.474084,6.73326
"ENSG00000000005",3.522092,4.402189,4.635606,4.204521,3.764524,3.976804,4.481208,4.306382,4.360376,3.958424,4.287052,4.696815,5.386817,5.803326,5.661065,5.669073,5.662798,6.230384,5.666265,5.393566,5.662798
"ENSG00000000419",9.795032,9.289021,8.772582,8.618227,8.984076,9.377302,8.960213,9.105939,9.230754,9.606962,9.602654,9.32848,9.550434,9.060087,9.213737,9.7001,9.285877,9.124686,9.383384,9.272535,8.792356
"ENSG00000000457",8.086899,8.090044,8.154185,8.304667,8.497919,8.121435,8.274812,8.515784,8.806588,8.326375,8.373587,8.130816,9.079236,8.80747,9.055737,9.196512,8.857283,8.907419,9.023246,9.286605,9.517152
"ENSG00000000938",8.360181,10.74004,8.436215,8.655861,8.12645,6.899039,8.104545,8.477804,8.702562,7.382002,8.632053,9.113657,9.70542,9.249993,9.676994,8.940878,9.893223,9.42249,9.433588,8.805788,8.90429
"ENSG00000000971",4.338038,3.635919,4.314687,3.741197,3.979915,4.374971,4.155084,4.895506,4.340615,4.230084,4.562236,3.770073,4.840942,4.60954,4.825288,4.913638,4.757539,4.846788,4.751478,5.014308,5.072196
"ENSG00000001036",8.86968,8.514868,8.192636,7.8791,8.151994,8.426876,8.305037,8.413252,8.52046,8.410301,8.532093,8.335042,9.051713,8.443611,8.401112,8.606631,8.393475,8.289802,8.403312,7.853292,8.431678
"ENSG00000001084",7.960787,7.377584,8.190099,7.472936,7.096154,7.598458,7.908123,7.537362,7.808466,8.228804,7.90049,7.7338,9.126799,8.556753,8.734783,8.749405,8.107074,8.807224,9.064969,9.125023,8.6665
"ENSG00000001167",10.46774,10.24665,10.58107,10.66014,10.63158,10.65891,9.845091,10.30936,10.62399,10.5173,10.57749,10.78263,10.55727,11.03851,11.08702,10.89386,11.35798,10.79823,10.71614,10.5569,10.8946
"ENSG00000001460",7.240015,8.499012,7.901786,8.066244,7.371517,7.671107,6.975951,7.251186,7.070825,7.314465,7.353158,7.084773,8.645328,8.274228,7.810658,7.843285,7.657368,8.472845,7.897761,7.803388,8.184549
"ENSG00000001461",7.867408,7.329113,7.159212,7.563619,7.685929,7.466785,8.091713,7.675393,7.923201,7.688658,8.128546,7.98153,7.69093,7.594406,7.832349,7.771477,7.572322,6.867415,7.475299,7.616378,8.013916
"ENSG00000001497",6.077982,6.388278,5.879657,6.059605,5.842358,6.084047,5.576109,5.736071,5.776742,6.031221,5.491786,5.615779,7.239168,7.072595,6.922806,7.232859,6.85608,6.608879,6.797537,6.745125,6.45502
"ENSG00000001629",11.79354,11.05187,11.79729,11.50674,11.58901,11.78708,11.07347,11.40469,11.51113,11.66817,11.10896,11.16832,12.73018,12.78486,13.20742,13.01579,13.12969,12.97019,13.03434,13.05404,12.97535
"ENSG00000001630",6.175974,6.076961,5.940246,6.126504,5.811326,5.865979,5.66485,5.691434,5.72571,5.612729,6.03362,6.034453,7.526188,7.410553,7.433665,6.703928,7.450204,7.410727,7.110417,7.427386,6.924764
"ENSG00000001631",14.65238,13.93777,14.07662,14.38191,14.37625,14.30589,14.49771,14.35009,14.42608,14.0229,14.07362,14.34836,14.45618,14.41798,14.28454,14.36053,14.42689,14.31425,14.52757,14.52102,14.43927
"ENSG00000002016",5.290592,5.793121,5.591863,5.616093,5.571158,5.523389,5.761361,5.431493,5.516689,5.793869,5.581319,5.676084,6.435915,6.491031,6.605312,6.552634,6.497949,6.508258,6.491031,6.448692,6.284921
"ENSG00000002330",6.331696,6.269679,6.368387,6.271764,6.025905,6.273027,6.364322,6.332657,6.947163,6.544202,6.771929,6.835572,6.511652,6.029928,6.420515,6.636432,6.381894,5.948593,6.035687,6.281059,5.856186
"ENSG00000002549",10.2621,10.0712,10.45591,10.10175,10.23152,9.999457,9.166898,9.643081,9.117569,10.04303,9.176344,10.00835,11.11807,11.41791,11.58561,11.48982,11.96847,13.16651,11.27478,11.00522,11.13611
"ENSG00000002586",10.79076,10.63805,10.88003,11.70434,10.82772,10.76229,10.47386,10.25408,11.0406,10.7315,11.32729,10.35922,8.794161,8.765941,9.45863,9.674025,8.694415,8.813285,8.987287,9.081642,8.858277
"ENSG00000002726",5.572009,6.069151,5.761467,5.710354,5.859346,5.916033,5.953598,5.98842,5.725256,5.651576,6.428361,6.434712,6.447251,6.671144,6.66038,6.668104,6.518137,6.690541,6.786581,6.631136,6.658267
"ENSG00000002745",4.377403,4.746042,4.594066,4.792731,4.4653,4.31338,4.46638,4.721492,4.38118,4.337368,4.708258,4.528594,4.864489,5.316522,5.317107,5.143594,4.850359,5.460991,4.791084,4.657773,4.983587
"ENSG00000002746",5.518655,5.365401,5.250683,5.290312,5.054527,5.930239,5.510545,5.193695,4.976847,5.342462,5.27585,5.468065,6.020231,5.741483,6.097033,6.072544,6.525062,5.938685,6.054981,6.131855,6.716595
"ENSG00000002834",13.22251,13.28925,13.23465,13.46148,13.55302,13.36519,12.93353,13.31569,13.21564,13.22191,13.272,13.21784,12.84509,13.237,13.19582,13.20724,12.91096,12.89491,13.10981,12.99011,13.19841
"ENSG00000002919",11.8025,11.74318,11.81643,11.57682,10.95794,10.98128,11.7551,11.72772,11.41138,11.74543,11.76868,11.12974,10.21725,9.827235,11.16256,11.21772,10.66039,10.59302,10.7912,10.8281,10.80509
"ENSG00000002933",3.490136,3.613576,3.752753,3.585221,3.8123,3.52176,3.689975,3.569837,3.366199,3.539669,6.403244,4.176126,5.769775,5.57517,4.31297,4.420272,4.747507,4.879465,6.981818,4.845089,4.416349
"ENSG00000003096",4.770795,4.070415,4.766113,4.674941,4.355763,4.970575,5.057846,4.854944,4.475698,4.745901,4.893059,5.055203,5.758862,5.225478,5.395662,4.999025,5.216804,5.569631,4.958519,5.24551,5.307738
"ENSG00000003137",4.952266,5.131945,5.42471,5.42011,5.020378,4.985665,5.440067,5.20048,5.057501,5.376929,5.096026,5.347705,6.305775,6.284346,6.379468,6.617617,6.459022,6.415358,6.6297,6.663015,6.346365
"ENSG00000003147",7.757366,8.507248,5.000488,5.055015,5.592249,4.599858,6.37484,6.485044,4.861302,4.275902,5.667605,7.042233,6.917414,4.773836,5.692816,4.863697,6.250124,6.278038,5.367356,4.35852,5.04915
"ENSG00000003400",9.869298,10.01048,9.250674,9.166572,10.00606,8.708361,9.701552,9.087544,9.659829,9.236481,9.551033,9.526634,9.90584,9.000684,9.046701,8.956668,9.088944,8.463997,9.250125,8.979228,9.884569
"ENSG00000003402",15.76753,15.69448,16.27943,16.26595,16.03946,15.92033,15.66161,15.92471,15.37334,16.08072,15.53523,15.26671,16.34852,16.38732,16.4296,16.33002,16.20385,16.287,16.78341,16.72728,16.62871
"ENSG00000003756",13.35875,13.56003,13.77346,13.93869,13.7144,13.65531,13.17906,13.12474,12.86546,13.59528,13.2577,12.97476,14.87066,14.97492,14.70001,14.76581,14.62366,14.70417,14.90432,14.85935,14.86669
"ENSG00000003987",4.337963,4.569076,5.17376,4.625161,4.724835,3.963216,4.445733,4.484826,4.708059,3.933321,4.695095,4.369828,5.953894,5.598879,5.542997,6.080457,6.126653,6.110927,5.874956,5.999494,6.249514
"ENSG00000004059",11.4818,11.59708,11.35806,11.17854,11.2389,11.20875,11.32543,11.36301,11.32279,11.43039,11.48019,11.34108,12.17514,12.20582,12.18427,12.31745,12.23223,12.27078,12.2226,12.23956,12.02371
"ENSG00000004139",5.255699,4.849212,4.870871,4.706552,5.1247,4.719614,5.356903,4.792661,5.450597,4.803125,5.118248,5.024786,6.233222,6.310451,5.441934,6.296662,6.160668,5.957433,5.999668,5.954552,6.158923
"ENSG00000004399",4.248604,4.313925,3.582828,3.658102,3.591281,3.774721,4.477575,3.862838,4.064123,3.776982,3.629092,3.668621,4.836013,4.190027,4.588983,4.523273,4.579804,4.700778,4.966787,4.445861,4.496842
"ENSG00000004455",12.03921,12.56997,11.02644,11.39395,11.41414,10.98222,11.94279,11.6162,12.05249,11.65841,11.83611,12.22422,12.08548,11.76947,11.55598,11.57618,11.67743,11.57433,11.30637,11.38872,10.93286
"ENSG00000004468",7.696068,8.239989,7.199777,7.846512,6.980539,7.344553,7.310744,6.648572,6.104616,6.584491,7.444855,6.619657,8.90753,7.369634,7.025883,7.38078,7.271089,7.502172,7.106647,7.188486,6.921123
"ENSG00000004478",5.409074,5.102922,5.571598,5.341228,4.545305,5.408112,5.443616,4.781999,5.551359,5.121069,5.807134,5.672829,6.205132,6.303777,6.118498,6.380314,6.160074,6.355693,6.279117,6.058121,5.628722
"ENSG00000004534",13.98444,14.05779,14.07607,14.18905,14.13004,14.30903,14.44227,14.15519,14.6748,14.13405,14.46914,14.84957,14.58553,14.48744,13.72487,13.81917,14.11162,14.21967,14.5941,14.47202,14.71034
"ENSG00000004660",4.713585,4.102512,4.270928,4.474317,4.575347,4.535425,4.354153,4.358483,4.552541,4.249153,4.448091,4.153919,5.710534,5.685471,5.418035,5.565131,5.777425,5.471409,5.706761,5.743906,5.84643
"ENSG00000004700",8.092975,8.564112,8.621023,8.755211,8.227305,7.743407,7.07214,7.987804,6.752198,8.357152,6.137029,6.715,9.030745,9.244397,8.874606,9.250317,8.852637,8.947752,8.996647,9.129279,8.915493
"ENSG00000004766",4.970907,6.083755,5.176751,5.003012,5.738321,4.510881,5.791374,4.825128,5.855831,5.263822,4.660995,4.562004,6.273619,6.771355,6.62615,6.405178,6.744823,5.895533,6.242995,6.635643,6.417718
"ENSG00000004776",3.832449,3.731964,3.950341,3.597491,3.713987,4.38657,4.037169,3.982752,4.045977,4.015947,3.862941,3.883956,4.488889,4.508994,4.600266,4.476511,4.262722,4.310065,4.533419,4.451424,4.946388
"ENSG00000004777",10.18463,10.13142,10.12012,9.818692,9.99605,10.31898,10.14078,10.01801,9.909508,9.801341,10.0046,10.59202,9.879622,9.624075,9.49762,9.513123,9.450512,9.467547,9.427457,9.513214,9.561766
"ENSG00000004799",6.35393,7.019175,5.805375,5.673373,6.260669,6.155646,6.716111,6.571631,6.456887,6.712253,6.362163,6.374259,6.909328,6.954227,6.907155,6.540493,6.545631,7.270781,7.549171,7.130311,7.83237
"ENSG00000004838",8.476356,8.956203,8.618965,8.523831,8.263335,8.84422,9.012053,8.610527,9.036971,8.698928,9.260765,8.999675,8.769736,8.942811,8.842706,9.071664,8.996649,8.732238,8.99034,8.877871,8.989398
"ENSG00000004848",4.945847,5.226318,5.387518,4.958415,5.146878,5.523586,5.231702,5.291082,5.516551,5.149652,5.345853,5.079504,6.623962,6.378365,6.401174,6.675019,6.433596,6.581983,6.408903,6.891641,6.996578
"ENSG00000004866",5.781438,7.152852,4.605085,5.341022,5.151425,5.263031,5.375824,4.801442,5.263533,5.49521,5.844939,6.734728,5.913743,5.778275,6.059533,5.576793,6.27934,5.65815,5.400753,5.338762,5.732597
"ENSG00000004897",12.23636,12.02336,12.37274,12.22847,12.20481,11.91145,12.52634,12.53141,12.30522,12.22089,12.07854,12.27857,12.86211,12.55107,12.56894,12.45239,12.50759,12.78566,12.53094,12.61177,12.68012
"ENSG00000004948",4.427325,4.158993,4.369755,4.438413,4.140725,4.715551,4.435127,4.367571,4.238825,4.480957,4.198254,4.290816,5.189135,4.957338,5.267091,4.696504,5.405731,5.23151,4.90878,5.266933,5.181366
"ENSG00000004961",9.329934,8.543155,9.018189,8.95963,8.830417,8.771811,8.99475,8.683937,8.855271,8.666656,9.009701,8.745175,9.079425,8.4937,9.097672,9.14093,8.935934,8.949684,8.959949,8.910388,8.465506
"ENSG00000004975",7.926938,7.55376,7.737454,7.778189,7.661648,8.023054,7.83379,7.618929,7.810377,7.747252,7.900856,7.783389,8.915402,8.932243,9.455137,9.297392,9.230067,9.336184,9.248137,9.586022,9.054022
"ENSG00000005001",4.673806,4.930265,5.067367,4.781591,4.403043,5.316828,5.272804,5.238911,4.927587,4.930102,4.961209,4.618208,5.462218,5.462247,5.574843,5.469126,5.324362,5.597056,5.485123,5.640242,6.037849
"ENSG00000005020",9.100871,8.832512,8.522149,8.163656,8.664955,8.5188,9.34541,9.005512,9.45615,8.607359,9.013268,8.477811,9.247334,9.60884,9.677455,9.443612,10.22749,10.0195,9.600672,9.638238,9.970845
"ENSG00000005059",5.2401,5.438066,4.965998,6.88907,5.77568,4.827694,6.022565,5.356498,4.681332,4.47847,4.53594,4.157728,5.538682,6.054115,6.513283,5.742983,5.578489,6.185338,6.105141,6.084697,5.274208
"ENSG00000005073",4.267286,4.368482,4.473751,4.516513,4.504428,4.447977,4.507061,4.505151,4.500955,4.197014,4.691967,4.769189,5.925097,5.788929,5.843888,5.738243,5.689318,5.801407,5.898281,6.241059,6.524456
"ENSG00000005102",6.330036,6.380816,6.276395,6.268859,6.427686,7.407773,6.566297,6.237729,6.392986,6.806933,6.44149,6.366001,7.446141,7.416502,7.419142,7.253544,7.608544,7.798216,7.187119,7.750805,7.970311
"ENSG00000005108",11.91647,11.13584,12.05846,11.43019,13.08043,13.19795,12.27073,12.12652,11.52965,11.33373,12.10638,11.46636,12.00009,12.37672,12.05518,12.2806,12.10486,12.19337,12.52799,12.53575,11.74822
"ENSG00000005156",8.784022,9.090078,8.029607,8.503583,8.317069,8.404601,8.828692,8.688746,9.128778,8.961669,8.717129,9.177867,8.449279,8.587725,8.089185,8.052964,8.440204,8.01833,7.974504,7.503775,7.644972
"ENSG00000005175",8.827798,8.669168,7.891867,9.042406,8.434754,8.536414,8.169947,8.119669,8.190925,8.910073,7.329346,7.163126,9.085997,8.772538,8.671522,8.646614,8.641063,8.704182,8.431432,8.841156,8.241226
"ENSG00000005187",6.593121,7.701227,7.4226,7.0048,6.515935,6.620296,8.271691,8.503898,7.167322,6.923966,7.03671,7.551365,7.86803,8.497705,8.103409,8.472327,7.994211,7.650893,7.252014,7.423923,7.0886
"ENSG00000005194",6.758977,6.598762,6.688667,6.67772,6.196826,6.502612,6.065762,5.836401,6.762436,6.879684,5.984801,5.657282,6.534257,6.405416,5.828931,6.250408,6.766414,6.401946,6.112006,6.325628,6.059317
"ENSG00000005206",8.514711,8.335865,7.614872,8.270782,8.126519,7.757525,7.562919,8.178653,8.224678,7.844251,8.731135,8.643312,9.387877,9.338979,9.226901,9.422537,9.317995,9.006384,9.301426,9.370932,9.37441
"ENSG00000005238",8.361202,8.639415,8.582043,8.492592,8.417653,7.966251,8.138825,8.27144,8.565233,8.154728,8.397061,8.79709,9.197059,9.030277,8.994206,8.936469,8.721513,8.834822,8.610068,8.278599,8.804953
"ENSG00000005243",5.201275,5.315909,4.858024,5.243441,4.908338,5.604704,6.159964,5.453779,5.698444,5.624146,5.494494,5.277512,7.119381,6.746827,6.846832,6.727182,6.345208,6.500573,6.623903,6.676623,6.718594
"ENSG00000005249",5.083062,4.755665,4.046849,4.621559,4.133067,4.30732,5.12263,4.28728,4.466865,4.536995,4.931418,4.561017,6.087082,5.666025,5.836044,5.685105,5.145165,6.348123,5.42264,5.563567,5.969509
"ENSG00000005339",15.18676,14.93418,15.3349,15.11454,15.46515,15.42744,15.07785,14.94225,15.07299,15.34669,14.93256,14.96284,15.53524,15.82098,15.77195,15.78518,15.77317,15.80095,15.87505,15.78333,15.86289
"ENSG00000005381",12.40168,13.69872,7.35167,7.887484,9.226073,6.96919,11.01226,11.09759,10.11986,9.429626,12.28272,13.64964,13.01318,5.877919,10.34961,8.43883,9.682426,9.178722,8.390885,6.488894,6.606531
"ENSG00000005421",3.717943,3.774919,3.849813,3.875391,3.784294,3.849999,3.600021,3.892762,3.840985,3.406473,3.767641,3.664525,4.254436,4.434792,4.508977,4.30578,4.497374,4.902187,4.42112,4.396007,4.466734
"ENSG00000005436",6.877867,6.545913,6.329759,6.503296,6.13516,6.670591,6.513619,6.64866,6.415666,6.176096,6.720595,6.611167,6.67918,6.27088,6.082005,6.668065,6.502794,6.304239,6.250865,5.928451,6.176036
"ENSG00000005448",3.78233,4.046628,3.919788,3.670804,3.929038,3.923451,3.837813,3.883183,4.211424,4.470243,4.360482,4.060942,4.703288,4.779583,4.636255,4.871737,4.868438,4.998129,4.782682,4.748096,4.927017
"ENSG00000005469",7.491879,6.596576,7.272739,7.360212,6.757688,5.2005,6.890102,5.209251,6.604707,6.768915,7.014698,6.827852,7.22561,7.41813,6.756654,7.283514,7.876945,7.682104,7.995741,8.174986,7.604864
"ENSG00000005486",13.40964,12.82625,13.62256,13.15003,13.7401,13.73522,13.87613,13.61481,13.62639,13.83784,13.77574,13.88089,11.30536,12.76287,11.83541,11.89682,12.66388,12.21668,11.38731,11.23419,11.33251
"ENSG00000005700",11.47064,11.2827,11.72553,11.0329,11.59674,11.6283,11.16117,11.11704,10.93687,11.48164,10.88465,10.50697,12.2057,11.97739,11.92946,11.79733,11.61641,11.74183,11.86333,11.79677,11.76147
"ENSG00000005801",8.694447,8.223191,8.120443,7.876316,8.312089,8.079008,8.200263,8.494209,8.606764,7.850581,8.178306,8.213461,9.379699,9.2099,8.630833,8.687806,8.917121,8.991883,8.742398,8.690785,8.516736
"ENSG00000005810",13.99469,13.69493,14.23614,14.29113,13.78352,13.93269,14.25559,14.13235,14.13562,14.07779,13.71215,13.61111,13.89499,13.73083,13.76674,13.92831,14.03842,14.14753,13.75213,13.65913,14.11302
"ENSG00000005812",10.49073,10.0916,10.97872,10.8702,10.78294,10.58167,9.993766,10.76748,10.51044,10.68029,10.86049,10.53626,10.58145,10.92615,11.5347,11.70588,11.1217,11.04299,11.53963,11.32972,11.50681
"ENSG00000005882",10.60257,10.53923,11.64841,11.48192,12.06742,10.98681,11.49897,11.25182,10.71624,10.8989,11.36176,11.08156,9.353915,9.414687,9.281485,9.48851,9.635368,9.14344,9.354839,9.43794,9.537139
"ENSG00000005889",11.38255,11.13362,11.14731,11.38365,11.295,11.52939,10.03914,10.01914,10.90517,10.94581,10.36495,9.480099,11.07152,11.45009,12.09888,12.14484,12.19162,12.21732,12.26904,12.08034,12.22546
"ENSG00000005893",12.76127,13.69949,11.79756,11.79517,12.20455,11.64879,11.97146,12.32331,12.10879,11.73548,12.15789,12.37577,12.05575,10.42469,11.84442,11.54599,12.2958,11.77203,11.51015,10.90363,11.13492
"ENSG00000005981",4.624721,4.932393,4.99687,4.981669,4.674714,5.19351,4.932716,4.955879,5.072227,4.435866,5.083519,4.689302,6.372579,6.399458,6.260339,6.446075,6.029236,6.253538,6.858491,6.366727,6.630941
"ENSG00000006007",10.10943,9.770539,10.64194,10.01684,10.5341,10.19694,10.14821,10.18797,10.56063,9.935985,9.935107,9.909236,9.892056,10.44022,9.952403,9.875852,10.02042,10.00078,10.06812,10.05327,10.02083
"ENSG00000006016",3.685839,3.456941,3.58251,3.28899,3.530312,3.698161,3.567211,3.599553,3.347123,3.44797,3.615095,3.45833,4.299727,4.112978,4.321641,4.435976,4.23214,4.061621,4.262767,4.362571,4.264803
"ENSG00000006025",5.642965,5.505815,5.491698,5.420177,5.318967,5.290436,4.609457,5.135961,5.738632,5.558981,5.846418,5.673121,5.780711,5.649666,5.836577,5.628375,5.804504,5.657216,5.680946,5.748271,5.81026
"ENSG00000006042",4.786738,4.881217,5.197116,4.739701,4.629972,5.256229,4.925331,5.165,4.920704,5.01968,5.033463,4.983999,6.350926,6.345001,6.263506,6.235033,6.284142,6.382554,6.365208,6.173799,5.88624
"ENSG00000006047",4.242048,4.066986,3.993692,3.847293,3.817625,4.150519,4.189786,4.012481,3.76523,4.009639,4.103513,4.195007,4.832787,4.738708,4.992971,4.632452,4.741684,4.6685,4.446072,4.888195,5.112426
"ENSG00000006059",5.054374,5.372293,5.614974,5.626695,5.140874,5.261811,5.527064,5.130791,5.389522,5.224611,5.299163,5.537354,6.354449,6.324134,6.008953,6.314674,6.08975,6.48605,6.477942,6.574197,6.466511
"ENSG00000006062",6.705997,6.113536,6.781652,7.498104,7.165739,5.387214,6.677697,6.595603,6.767507,6.931321,6.707875,7.211757,7.449558,7.238584,7.736117,7.979521,7.53953,7.230346,7.50693,7.324619,6.915408
"ENSG00000006116",4.568237,4.716733,4.456843,4.745856,4.638836,5.458284,4.607705,4.850895,4.258448,4.89542,4.635116,4.537517,5.711247,5.963903,5.790665,5.810729,5.373933,5.570199,5.813293,5.791192,5.798848
"ENSG00000006118",8.379086,8.580876,8.773594,9.133441,8.171403,9.046735,8.989651,9.172143,9.091659,9.242388,8.946268,8.953349,10.21139,9.768599,9.784155,10.09913,10.07101,10.09107,10.0624,10.48174,10.22147
"ENSG00000006125",10.81389,10.94171,11.29269,11.14846,10.96666,11.01766,10.41176,10.80882,11.12764,11.21138,10.97582,10.55288,11.77719,11.97732,11.69281,11.5553,11.41807,11.35955,11.68851,11.64161,12.00872
"ENSG00000006128",6.160102,5.953263,5.519566,5.43071,5.798473,6.129342,5.746185,5.951746,5.76405,5.922304,5.911556,5.753998,6.490448,6.065261,6.801559,6.252174,5.769434,6.267134,6.168066,6.844033,6.350461
"ENSG00000006194",5.681924,5.532931,5.974771,5.725062,5.509777,6.154315,5.542194,6.214079,5.603766,5.749817,5.630538,5.726617,6.671076,7.07509,6.667526,7.120594,7.194728,7.058441,7.186856,6.69255,6.385788
"ENSG00000006282",4.993794,5.267577,5.404905,5.59919,5.342666,5.882177,5.291852,5.326421,5.435173,5.969609,5.08324,5.401089,5.448016,5.25767,5.679444,5.908525,5.412661,5.822097,5.140636,5.500918,5.556517
"ENSG00000006283",5.219066,4.451582,5.188482,4.864625,5.000254,5.16596,5.111718,5.096493,4.609217,4.752903,5.11052,5.293525,6.471684,6.506275,6.448673,6.574561,6.350073,6.241504,5.88351,6.714219,6.412622
"ENSG00000006327",7.808472,7.81654,7.832911,7.904571,8.071206,8.084192,8.275776,8.269482,8.087477,8.246221,8.641621,8.362383,8.778527,8.83048,8.535495,8.87899,8.828042,8.833831,8.795314,8.840864,8.732162
"ENSG00000006377",5.281891,5.141851,5.382365,5.095386,4.983257,5.53087,5.150681,5.028814,5.194611,5.553617,5.152391,5.58915,6.450846,6.167125,6.433974,6.32584,6.531944,6.624873,6.35244,6.450846,6.293612
"ENSG00000006432",4.830092,5.271432,5.105337,5.491868,5.046063,5.119822,5.003452,5.439913,5.016227,5.040939,4.306848,4.370975,6.294671,6.558729,6.675132,6.892321,6.30837,6.50612,6.648952,6.733415,6.657735
"ENSG00000006453",4.719767,4.751743,4.520905,4.471301,4.221474,4.723718,4.715046,4.898017,4.970879,4.970737,5.136278,4.799923,5.651288,5.600399,5.617767,5.775887,5.699943,5.619699,5.310771,5.922371,5.778318
"ENSG00000006468",5.613597,5.157033,5.565101,5.67611,5.642475,6.196609,5.760118,5.756221,5.619946,5.524086,5.819011,5.646694,6.861757,6.943661,6.986553,6.996788,6.702501,6.935275,6.74307,7.110078,7.497138
"ENSG00000006530",5.553471,6.392823,6.545593,6.627053,6.099401,6.484218,6.7343,6.148697,5.873496,6.526164,6.498636,6.409039,7.807724,7.527121,7.287185,7.178779,7.468382,7.207914,7.755224,7.53131,7.944353
"ENSG00000006534",10.24948,10.87959,10.65804,10.22447,10.78011,10.5228,10.93831,10.94743,11.52879,10.64051,11.16813,11.68794,10.29917,10.13953,10.00247,10.01112,10.23522,9.753312,9.931132,9.617708,9.733284
"ENSG00000006555",9.110402,8.468628,8.902369,8.992073,8.947199,8.362084,8.332161,8.77722,9.505183,9.411755,9.637503,9.510816,8.701124,8.591067,8.811799,9.281986,9.363138,9.04724,9.148005,9.517338,9.091785
"ENSG00000006576",10.97515,10.15881,10.2724,10.25787,10.75562,10.41867,10.42099,10.50671,9.54934,10.315,10.34738,10.48909,11.54065,12.04815,11.53637,11.41467,11.72499,11.41428,11.67852,11.74734,11.65822
"ENSG00000006607",8.927071,9.020638,9.043736,9.48885,8.556189,8.295906,8.262973,8.458266,8.36558,9.236117,7.908973,8.433799,9.905227,10.09991,9.970418,9.866983,9.586777,9.53231,9.786349,9.853219,9.787127
"ENSG00000006611",6.453246,6.019759,6.214579,6.171042,6.213158,6.552035,6.56499,6.182179,6.418101,6.466998,6.366692,5.745968,7.774728,7.821789,8.046635,7.88827,7.796996,7.773721,7.765362,7.899103,8.245379
"ENSG00000006625",8.466995,8.713026,8.011801,7.775974,7.396793,7.078721,8.58781,7.421099,7.302972,7.655776,7.665248,7.996484,8.548676,7.73233,8.18267,7.950237,8.535696,8.685971,8.271366,7.88028,7.460437
"ENSG00000006634",8.793486,8.777205,8.56098,8.64521,8.623771,8.949473,9.067633,8.905725,8.067319,9.469788,8.570711,8.148461,8.291101,8.70316,8.47217,8.605391,8.735728,8.61268,7.965689,8.20386,8.536995
"ENSG00000006638",5.184445,5.615091,5.713621,5.992764,5.88999,6.226973,5.66714,5.357955,5.300937,5.749545,5.609656,5.826216,6.31001,6.460577,6.484271,6.337304,6.672347,6.670058,6.82158,6.780335,6.735509
"ENSG00000006652",7.530469,7.02926,7.710146,7.395588,7.420691,7.785472,6.716113,7.209001,7.01924,7.711522,7.123391,6.400707,7.585875,8.674212,7.802647,7.529755,8.602293,8.102054,7.73061,7.893753,7.595946
"ENSG00000006659",3.971511,4.574725,4.388482,4.306105,4.199089,4.168032,4.302461,4.661665,3.552865,4.251366,4.074653,3.976,4.930352,4.684283,4.344519,4.864545,4.636607,5.241783,4.66733,4.94478,5.28416
"ENSG00000006695",7.621013,7.921834,7.384353,7.348413,7.380337,8.05118,7.396758,6.787574,7.197744,8.01428,7.419401,7.456756,7.782078,7.60462,7.459637,7.261493,7.567858,7.341137,7.479982,7.405377,7.850707
"ENSG00000006704",3.607131,3.907202,3.89724,3.921258,3.551063,4.059906,4.121898,3.725216,3.52498,4.223647,4.05142,4.001001,5.162639,5.362145,5.13323,5.471816,5.742661,4.812431,5.183496,5.371623,5.591272
"ENSG00000006712",10.85039,10.87917,11.50724,10.95549,11.44777,11.18597,11.50587,11.33376,10.7599,11.31592,11.20981,11.4507,11.2281,12.01519,11.76153,11.98946,11.98098,11.44301,11.43913,11.57499,11.71104
"ENSG00000006740",3.768025,3.922732,3.948669,4.269637,3.89171,3.98276,3.582754,4.287946,3.477859,4.150628,3.722973,3.490197,4.674493,4.856619,4.106303,4.373359,4.501375,4.728465,4.467265,4.329633,4.55751
"ENSG00000006744",7.46704,7.881253,7.441724,7.937835,7.553118,7.334272,7.374839,6.899065,7.716961,7.347317,8.261058,7.855117,8.291398,8.734113,8.456224,8.208048,8.345866,8.260781,8.421776,8.799212,8.292215
"ENSG00000006747",4.745578,4.311579,4.478884,3.984368,4.330708,4.292872,4.678177,4.516853,4.585513,4.904577,4.01501,4.600593,6.171719,5.981942,6.317881,5.702694,6.162163,6.761228,6.210053,6.396116,6.462645
"ENSG00000006756",5.285752,5.691657,4.33435,4.998996,4.987126,4.603707,5.913743,4.735039,5.479965,4.999214,4.934291,5.580068,4.633901,4.911532,4.854011,4.641475,5.119347,4.726312,4.993492,4.477077,4.832013
"ENSG00000006757",9.26659,8.91799,8.726709,8.752929,8.524549,8.487192,7.317213,7.297739,8.934787,9.010967,9.521925,8.127616,7.249846,7.136837,8.980227,8.887098,8.409013,8.279369,8.467479,8.37093,7.362764
