"status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"OK",0.00111748358308419,3.05709059425618,0.00946654105509457,"CCDC97",0.00159758361196501
"OK",0.00112201475614842,3.05587745563797,0.00929626257311479,"RGSL1",0.00160393137959147
"OK",0.00112703807663739,3.05453778926689,0.00919986580662376,"VANGL2",0.00161098159011929
"OK",0.00112754075137735,3.05440403251827,0.0094268614222038,"AC004812.2",0.0016115693967172
"OK",0.00113206616396265,3.05320231905602,0.0092492567584026,"IL4I1",0.0016179062531436
"OK",0.00114164522346924,3.05067307036429,0.0094221188001867,"MAS1",0.00163146397771638
"OK",0.00114663785216025,3.04936251696041,0.00940175118954697,"HIST1H4E",0.00163846581274792
"OK",0.00114958075899516,3.04859245729532,0.00876733107283369,"VIT",0.00164253783977393
"OK",0.00115063441659951,3.04831718949148,0.00944476606518237,"KANSL3",0.00164391003840561
"OK",0.00115200766664361,3.04795877457749,0.00931259396921813,"SWT1",0.00164573857889595
"OK",0.00116115016605391,3.04558253122405,0.00934894487602739,"NCEH1",0.00165866494093929
"OK",0.00116271784618824,3.04517679468621,0.00941503634951951,"NUP188",0.00166076970362906
"OK",0.00116574906422058,3.04439369387052,0.00832292594593378,"LINC02568",0.00166496440220109
"OK",0.00118450757084012,3.03958859455944,0.00908388962562907,"EFNA5",0.00169161887527677
"OK",0.00118559599952475,3.03931193090094,0.00939410090708455,"TRIM37",0.00169303608294504
"OK",0.00118748082151314,3.03883338451591,0.00936683627155147,"KCTD2",0.00169559022180571
"OK",0.00119232438682945,3.0376068110219,0.00872338592142179,"ADRB1",0.00170236836013088
"OK",0.00120218248109488,3.03512439558479,0.00937637663442019,"C6orf120",0.0017163044284134
"OK",0.00120537856007685,3.03432357423639,0.00936320502194955,"AC017083.1",0.00172072793553944
"OK",0.00120635522316141,3.03407924562738,0.00930341075874847,"PDE10A",0.00172198267437013
"OK",0.00120687018748014,3.03395049158009,0.00936791862823984,"SETDB1",0.00172257822256116
"OK",0.00120894721176575,3.03343169311153,0.00928285573226097,"NRXN3",0.00172540303797763
"OK",0.0012104251763384,3.03306302415355,0.00937147827248802,"C2CD2",0.00172737249029165
"OK",0.00121493058714423,3.03194171464004,0.00934485302429903,"DTNB",0.00173366167912896
"OK",0.00121534969180258,3.03183760116928,0.00921281152363069,"CPEB1",0.00173411931168625
"OK",0.0012283642607333,3.02862078012945,0.00929329300063709,"SATB2",0.00175254722853812
"OK",0.00122882847029295,3.0285066181426,0.00929996211668218,"AC114490.2",0.00175306760559966
"OK",0.00123912966241154,3.02598337043573,0.00895870057435577,"AL158151.3",0.00176762036916614
"OK",0.00124018434662408,3.02572611272015,0.00931638159512969,"MORN1",0.00176898168681151
"OK",0.00125244097281607,3.02275107567287,0.00935141944098594,"TBCK",0.00178631978503865
"OK",0.00125476172749769,3.02219076237849,0.00912763395738768,"GPR4",0.00178948498209046
"OK",0.00126258153293327,3.02030973470564,0.00930215704236228,"AC073332.1",0.0018004915321964
"OK",0.00126323991773472,3.02015184924631,0.00934446691887392,"HDAC8",0.00180128465654495
"OK",0.00126373505166791,3.02003316211063,0.00935031544885486,"SAAL1",0.00180184488798897
"OK",0.00126535700944616,3.01964466491994,0.00935119961024898,"MORC4",0.00180399928466021
"OK",0.00126545078346306,3.01962221775941,0.00935105599129374,"GSTT2B",0.00180399928466021
"OK",0.00127184820920899,3.01809441451786,0.00885297064165162,"AC005476.2",0.00181297265962065
"OK",0.00127621926275995,3.01705457657758,0.00927619082811123,"PPP1R27",0.00181905629793098
"OK",0.00128167234677017,3.01576188915325,0.00930018294427895,"VPS33A",0.00182668109722043
"OK",0.00128508274865758,3.01495598629195,0.00919859626321187,"AC010531.3",0.00183139360177847
"OK",0.00128720663338522,3.01445508452305,0.00934093567910624,"COG7",0.00183427205467355
"OK",0.00128922804158984,3.01397905250135,0.00926412457721122,"NEK6",0.00183700402465538
"OK",0.00128938282706954,3.01394262939418,0.00934790197471414,"LRRC28",0.00183707604183415
"OK",0.00129173055648015,3.01339066672469,0.00929664873470739,"MIER3",0.00184027223903393
"OK",0.00129310612233862,3.01306769049785,0.00932242374010043,"ZMYM6",0.00184208303241238
"OK",0.00129400314130402,3.01285724395688,0.00930917774720524,"KIAA0895L",0.00184321187837057
"OK",0.00129426355186715,3.01279617491135,0.00927244321277165,"HES2",0.00184343381350965
"OK",0.0012959497593917,3.01240101300763,0.00927965473126123,"AL158154.2",0.00184568632695652
"OK",0.00130510424631473,3.01026383273101,0.00932867720833138,"XRRA1",0.00185857390972158
"OK",0.00131010053421219,3.00910318825363,0.00932107635236279,"TRIM65",0.00186553827686017
"OK",0.00131227463478407,3.0085994047804,0.00929753901921046,"ZNF570",0.00186848314525326
"OK",0.00132253205671442,3.0062327944069,0.00925796328807275,"ETFBKMT",0.00188293605069302
"OK",0.00132502817032899,3.00565942545812,0.00915967391383979,"SMIM11A",0.00188633746229161
"OK",0.00132663531791132,3.00529077840099,0.00927766806166645,"OTUD3",0.00188847287621577
"OK",0.00132712833513163,3.00517777206616,0.00918517302772371,"TTYH3",0.00188902210241699
"OK",0.0013340462076047,3.00359613381863,0.00930810111443797,"ZBTB17",0.00189871558040846
"OK",0.00133558189310919,3.00324604584443,0.009279606422634,"GPM6B",0.00190074777535841
"OK",0.00133745302133399,3.00281998434737,0.00926474801963995,"ZNF487",0.0019032569924878
"OK",0.00133794224671121,3.00270867610189,0.00931786717624523,"GCDH",0.00190379945206231
"OK",0.00133837675223226,3.00260984886681,0.00919069507767872,"SBF2-AS1",0.00190426396775304
"OK",0.00133942874114682,3.00237069790025,0.00929490095967168,"FAM214B",0.00190560690281993
"OK",0.00134530104931417,3.00103887813688,0.00924917989235293,"TBC1D16",0.00191380694156148
"OK",0.00134613159003494,3.00085094328307,0.00926695813804282,"CAPN10-DT",0.00191483388580077
"OK",0.00135089797798466,2.99977444894323,0.00927507884131822,"FAT1",0.00192145884310118
"OK",0.00136252164043883,2.99716371264998,0.00925467774108856,"DENND4B",0.00193783543454551
"OK",0.00136351364108901,2.99694184751795,0.00929200624461704,"ZNF205",0.00193908980769139
"OK",0.0013674322213116,2.99606687989824,0.00924022630463601,"RALGAPB",0.00194450561092344
"OK",0.00136829427371863,2.99587470232632,0.0090587469821955,"RHAG",0.0019455744703682
"OK",0.00137236411991173,2.99496890158022,0.00926314443850883,"SMYD2",0.0019512039439455
"OK",0.00137331818587929,2.99475691605861,0.00910111699754547,"AC084018.2",0.00195240290333581
"OK",0.00137494763323385,2.99439517731429,0.00846878501791046,"LINC02489",0.00195456176014198
"OK",0.00138790866633002,2.99153168209544,0.00909411505945503,"CMC4",0.00197282742593434
"OK",0.00139143107004574,2.99075769497046,0.0092379899256858,"XXYLT1",0.00197767479211356
"OK",0.0013995801690471,2.98897390851522,0.00911175412656731,"ZNF45",0.00198909688057396
"OK",0.00140874794670651,2.98697844241089,0.0092121738531174,"ZNF623",0.00200173548648062
"OK",0.00140869385246945,2.98699018178559,0.00926008476689273,"TIMM21",0.00200173548648062
"OK",0.00140881377965268,2.98696415609083,0.00909425047354227,"NPHS1",0.00200173548648062
"OK",0.00141277192671276,2.98610632204661,0.00916613882556929,"SKIDA1",0.00200719765111729
"OK",0.00142602342161118,2.9832502616604,0.00911971495883984,"AC140912.1",0.0020258614074207
"OK",0.0014279557267471,2.98283582297723,0.00919090516829996,"SKP2",0.00202844299310528
"OK",0.00143228557408849,2.98190901799965,0.00902355025021995,"AC011815.2",0.00203442965037168
"OK",0.00143484314413116,2.98136277040471,0.00910094841287483,"DSG2",0.00203789818899286
"OK",0.00143625820543268,2.98106092246107,0.00923022381010304,"CPLANE1",0.00203974360176808
"OK",0.00143933426021791,2.98040570197858,0.00912732824970503,"SLC25A27",0.00204394743495731
"OK",0.00144144480304119,2.97995688108436,0.00801150795048187,"JAZF1-AS1",0.00204677961195672
"OK",0.00144460088390656,2.97928683759247,0.00917569698170427,"PI4K2B",0.00205109582477322
"OK",0.00144597422969482,2.97899569015867,0.00917468121697574,"ATR",0.0020528803552656
"OK",0.00144650506393169,2.9788832216576,0.00902935639973735,"TET3",0.00205346856304722
"OK",0.00144750899172041,2.97867062120659,0.00915411502244767,"AC009309.1",0.00205472822884324
"OK",0.00145804730156581,2.9764470221584,0.00891148328949201,"COLQ",0.00206952058597731
"OK",0.00146345056363745,2.9753126083729,0.00918368237974964,"DISP2",0.00207702257252016
"OK",0.0014661792260052,2.97474117811173,0.00917054004789973,"LAMP5",0.0020807276936616
"OK",0.00146919949815597,2.97410981013536,0.00876649840662457,"NLGN1",0.00208484602270735
"OK",0.00147171573154361,2.97358471192892,0.00906005030094803,"ZDBF2",0.00208824849734244
"OK",0.00147198176981991,2.97352924183679,0.00909291662718301,"NBPF9",0.00208845783186026
"OK",0.00147919579502271,2.97202856414905,0.00918916469514737,"TNIK",0.00209852419060419
"OK",0.00149059620672663,2.96967058606147,0.00918169633580272,"CYB561",0.00211435744938372
"OK",0.00149056711375701,2.96967658246815,0.00858859635417736,"CASC2",0.00211435744938372
"OK",0.00150345987623134,2.96702963475964,0.00906189011836881,"AC004528.1",0.00213243246670623
"OK",0.00150548016940819,2.96661673658039,0.00920362913639666,"CHRNB1",0.00213512610860137
"OK",0.00150704075994823,2.96629813617749,0.00893099653310285,"IGDCC4",0.00213716740263681
"OK",0.00150817921303417,2.96606590651505,0.00903156810330366,"RASGRF2",0.00213860977400234
"OK",0.0015192922932451,2.96380734298588,0.0091930502073283,"STK19",0.00215419487359067
"OK",0.00152079938158379,2.96350221147736,0.00881553585512301,"GDF9",0.0021561582865367
"OK",0.00152177672990922,2.96330448076796,0.00890103828539955,"AL121749.1",0.00215737038944495
"OK",0.00152205091527067,2.96324903018665,0.00916499864089228,"DROSHA",0.00215758552765565
"OK",0.0015362297242643,2.96039388608638,0.00885391698486246,"HRH4",0.00217750956572909
"OK",0.0015407049393205,2.95949771418286,0.00914225939769415,"ZFP62",0.00218367726762467
"OK",0.00154429255145982,2.95878099932589,0.00909979684845086,"AC104389.4",0.00218858605825303
"OK",0.00154564106532794,2.95851199264869,0.00911628640390876,"AC138904.3",0.00219032104328355
"OK",0.00155358593298537,2.95693145119206,0.00914852811349042,"SP1",0.0022014026611724
"OK",0.00155703739557936,2.9562471168784,0.00896539818464303,"PGM5P3-AS1",0.00220611593683029
"OK",0.00155896267186936,2.95586598588201,0.00901514725465469,"LINC01315",0.00220866622448378
"OK",0.00156037549331461,2.95558657422729,0.00913410675676045,"DLG4",0.00221049013815782
"OK",0.00156538067166737,2.95459855979469,0.00909175773059019,"AP001157.1",0.00221740242559231
